Traffic_Level,Distance_km,Weather_Index,Rider_Age,Multiple_Deliveries,Hour_of_Day,Is_Festival,Actual_Time_mins,Estimated_mins,Delay_mins,Is_Delayed
3,3.31,1,22,0,6,1,29.9,25.7,4.2,1
2,3.6,2,38,0,7,0,11.5,11.2,0.3,1
2,5.34,1,25,0,7,1,24,23.1,0.9,1
2,8.21,1,31,1,8,0,30.5,30,0.5,1
3,7.83,1,27,0,8,1,36.4,32.2,4.2,1
3,4.62,2,31,0,9,1,30,35.3,-5.3,0
1,3.72,2,33,1,10,0,16.6,18.2,-1.6,0
2,8.52,1,36,0,20,1,35.4,38.8,-3.4,0
1,5.77,2,29,0,21,0,19.1,21.5,-2.4,0
3,8.17,1,29,0,21,0,31.5,28.4,3.1,1
1,16.22,2,35,0,22,0,39.5,44.9,-5.4,0
2,6.49,1,26,0,1,0,23.8,23.4,0.4,1
3,12.09,3,20,0,4,0,40.1,37.3,2.8,1
3,3.38,2,29,1,7,0,22.8,27.2,-4.4,0
3,5.88,1,33,0,20,0,24.9,25,-0.1,0
2,5.34,1,21,1,2,1,35.4,41.8,-6.4,0
4,2.82,3,35,0,4,0,23.7,26.2,-2.5,0
2,7.63,1,23,0,9,1,30.1,26.5,3.6,1
2,3.34,4,28,1,11,0,28.9,31.3,-2.4,0
3,7.74,1,29,0,11,0,25.7,25.8,-0.1,0
2,4.07,4,33,1,11,0,23,27.3,-4.3,0
4,4.59,2,39,1,19,1,40.2,47,-6.8,0
1,5.01,1,30,1,22,1,27.6,30.1,-2.5,0
1,2.91,4,22,0,1,0,15,16.3,-1.3,0
3,10.21,4,34,1,4,0,45.3,46,-0.7,0
1,4.7,1,29,0,9,0,15.3,17.2,-1.9,0
2,9.46,1,23,0,19,0,38.2,44.3,-6.1,0
2,5.52,1,30,1,20,0,25.2,25.4,-0.2,0
2,5.55,1,18,0,21,0,22.7,25.3,-2.6,0
1,3.42,4,36,0,22,0,24.1,27.9,-3.8,0
3,7.97,2,21,0,22,0,28.9,29,-0.1,0
2,6.22,2,29,1,22,0,27.1,29,-1.9,0
4,4.8,3,28,1,0,0,29.4,31.4,-2,0
1,8.97,4,25,1,0,0,35.2,39.6,-4.4,0
1,7.31,1,26,0,0,0,19.1,18.7,0.4,1
2,6.24,1,23,0,0,0,21.5,20,1.5,1
3,6.11,4,29,1,1,1,39.4,39.8,-0.4,0
3,10.67,3,37,0,9,0,35.7,32.8,2.9,1
2,5.73,3,33,1,10,0,21.5,19.2,2.3,1
1,16.64,4,29,0,21,1,52.2,49.2,3,1
2,7.63,1,26,1,2,0,27.2,30.7,-3.5,0
3,5.42,1,31,1,3,0,30.7,29,1.7,1
3,10.56,1,19,1,5,0,37.7,41.4,-3.7,0
1,2.92,1,25,0,6,0,9,10.7,-1.7,0
3,11.24,2,36,1,9,0,35.5,36.7,-1.2,0
3,2.23,1,24,0,10,0,17.7,18.8,-1.1,0
1,9.77,2,30,0,11,0,26.6,25.4,1.2,1
2,11.55,2,29,0,17,0,32.7,32.4,0.3,1
4,2.62,1,24,0,23,0,23.4,21.4,2,1
2,5.1,5,24,1,0,0,26.5,23.3,3.2,1
1,3.62,1,32,0,9,0,16,18.8,-2.8,0
3,6.12,1,36,0,11,0,24.1,26.3,-2.2,0
3,4.21,2,18,1,13,1,40,36.4,3.6,1
2,4.7,1,29,0,13,0,19.8,21.3,-1.5,0
1,3.82,1,28,1,14,0,19.4,23,-3.6,0
4,10,2,30,0,15,1,51.6,57.6,-6,0
2,9.09,1,27,1,20,0,34.3,37.4,-3.1,0
3,7.82,1,34,0,0,0,24.3,22,2.3,1
4,6.69,2,29,0,5,0,30.6,27.8,2.8,1
2,7.25,2,28,1,8,1,37.8,37.8,0,0
2,5.18,2,28,0,9,0,20.8,21.4,-0.6,0
3,19.25,1,27,0,14,0,53.5,63.6,-10.1,0
2,6.37,4,29,1,14,0,34.3,31.9,2.4,1
3,8.28,4,24,0,21,0,36,41.9,-5.9,0
4,8.66,5,33,0,21,1,51.5,53,-1.5,0
4,9.07,1,31,0,21,0,36.6,34.1,2.5,1
2,11.69,1,37,0,23,0,36,42.8,-6.8,0
2,5.3,4,25,0,0,1,27.5,28.9,-1.4,0
2,2.37,2,29,0,0,0,15.4,13.1,2.3,1
3,18.48,4,23,0,4,0,55.2,63.2,-8,0
2,5.11,5,31,0,9,1,31.4,31.6,-0.2,0
3,5.32,2,36,0,11,1,31.4,37,-5.6,0
3,13,2,29,1,14,0,43.6,50.6,-7,0
1,7.68,2,27,1,16,0,25.3,25.8,-0.5,0
1,3.3,4,19,0,16,1,23,23,0,0
3,6.92,1,31,0,16,0,25.5,26.7,-1.2,0
2,2.82,3,18,0,18,0,17.5,16.4,1.1,1
2,5.4,1,25,1,18,0,27.7,28.9,-1.2,0
3,2.04,3,32,0,19,1,30.1,34.8,-4.7,0
2,7.63,2,23,1,22,0,31.1,33.5,-2.4,0
1,2.72,1,29,0,23,0,9.7,8.7,1,1
2,3.3,4,28,1,2,0,23.4,25.6,-2.2,0
2,2.37,1,32,1,3,0,15.2,14.2,1,1
3,8.41,2,33,0,4,1,37.3,34.9,2.4,1
3,3.34,1,34,1,8,0,22.6,20.7,1.9,1
2,2.76,1,28,1,14,0,19.4,17,2.4,1
2,1.71,2,32,0,17,1,14.3,14.2,0.1,1
2,11.63,1,28,0,18,0,29.6,35.2,-5.6,0
2,4.89,4,24,1,19,1,43.7,45.8,-2.1,0
3,3.44,1,25,0,20,0,20.4,19.4,1,1
2,4.2,1,27,1,21,0,33,33.9,-0.9,0
2,2.53,1,30,1,0,0,20.5,20.5,0,0
3,12.53,1,23,0,0,0,39,44.4,-5.4,0
3,4.74,2,18,0,3,0,28.2,27.5,0.7,1
1,4.53,1,32,1,4,0,18.3,17.8,0.5,1
3,8.83,1,27,0,15,0,27.7,30.7,-3,0
2,9.88,2,24,0,16,0,32.6,33,-0.4,0
2,8.73,1,24,1,18,0,30.3,32.7,-2.4,0
1,3.94,3,34,0,19,0,19.4,20.8,-1.4,0
3,2.76,2,19,0,23,0,24.2,21.3,2.9,1
3,4.1,2,28,1,2,1,31.4,36.1,-4.7,0
3,5.54,1,31,0,3,0,24.1,23.9,0.2,1
2,5.06,5,28,0,10,0,22.7,24.8,-2.1,0
2,9.58,4,19,0,13,0,41.2,36.2,5,1
4,8.38,4,35,0,21,1,50,57.1,-7.1,0
2,4.84,1,31,0,22,1,23.1,27.2,-4.1,0
2,7.47,2,25,1,22,0,27.4,31.2,-3.8,0
2,6,4,31,1,23,0,32.6,37.1,-4.5,0
3,6.11,4,29,1,1,0,36.2,39.1,-2.9,0
1,6.87,3,23,0,2,0,22.6,23.9,-1.3,0
2,14.02,2,34,0,14,0,35.5,42,-6.5,0
3,5.51,1,21,1,14,0,25.5,26.9,-1.4,0
3,4.36,1,25,0,17,0,24.4,29.1,-4.7,0
2,2.94,4,27,1,21,1,30.6,26.4,4.2,1
2,5.96,2,27,0,21,0,27.6,25.4,2.2,1
1,15.49,1,30,1,21,0,46.7,55.5,-8.8,0
2,7.33,1,28,0,0,1,32.6,33.5,-0.9,0
3,5.27,3,28,0,6,0,27.7,27.7,0,0
2,10.85,4,23,0,8,0,39.2,42.9,-3.7,0
4,2.77,1,27,0,16,0,24.2,27.5,-3.3,0
4,3.03,4,24,0,16,0,30.1,29.7,0.4,1
4,13.25,4,21,0,17,1,56.4,59.9,-3.5,0
3,5.7,2,31,1,17,0,31.1,28.4,2.7,1
2,10.04,2,28,0,17,1,37.9,43.9,-6,0
2,6.01,1,34,0,22,0,19.5,21.3,-1.8,0
4,9.93,3,25,0,0,0,38.8,35.4,3.4,1
2,21.86,1,35,0,1,1,60.7,72.3,-11.6,0
1,11.26,1,32,0,4,0,25.3,27.3,-2,0
2,3.48,4,27,1,5,0,25.7,22.7,3,1
1,4.85,5,23,0,12,0,26.1,28.8,-2.7,0
2,4.04,1,33,1,15,0,22.8,27.2,-4.4,0
1,4.09,1,19,0,21,1,28.9,33.3,-4.4,0
2,9.68,2,24,0,21,0,37.3,37.2,0.1,1
3,7.09,1,25,1,2,0,34,34,0,0
1,13.07,3,28,0,7,0,36.8,31.7,5.1,1
4,10.01,4,26,0,8,0,36.7,35.2,1.5,1
1,4.63,4,29,1,9,0,22.2,25,-2.8,0
2,7.64,1,32,1,10,1,35.5,39.9,-4.4,0
1,12.86,1,29,0,11,0,30.2,30,0.2,1
2,6.51,4,24,0,16,0,25.8,27.8,-2,0
4,5.01,4,21,0,16,0,30.9,33.9,-3,0
4,3.55,5,22,0,17,0,23.1,27.4,-4.3,0
2,9.8,2,20,1,20,0,46.9,45.5,1.4,1
3,11.2,2,29,0,21,0,45,48,-3,0
2,5.59,1,19,1,22,1,33,39.5,-6.5,0
1,7.51,2,21,0,0,1,33.6,31.4,2.2,1
1,8.36,3,29,1,0,0,28.4,25.6,2.8,1
2,3.67,4,37,0,4,0,18.7,21.5,-2.8,0
1,13.4,1,22,0,7,0,30.5,33.1,-2.6,0
2,2.94,1,18,0,7,0,25.3,29.7,-4.4,0
3,7.51,5,18,1,10,0,44.3,44,0.3,1
3,8.03,4,22,0,11,1,40.9,47.5,-6.6,0
3,7.53,2,31,1,15,0,34.7,35.1,-0.4,0
4,6.39,3,33,0,15,0,31.8,29.8,2,1
2,6.34,2,28,1,16,0,26.2,23.6,2.6,1
1,4.16,4,25,0,18,1,29.9,29.3,0.6,1
3,5.09,4,31,1,19,0,34.6,32.6,2,1
2,5.52,1,29,1,20,0,24.5,25.8,-1.3,0
2,1.86,3,25,0,0,0,17,14.6,2.4,1
2,7.04,2,29,0,1,0,17.3,18,-0.7,0
4,6.88,1,24,0,2,0,34,36.5,-2.5,0
2,4.44,2,30,1,7,0,19.6,21.1,-1.5,0
1,11.27,1,33,1,9,1,37.1,40.5,-3.4,0
4,3,1,27,0,11,0,22.9,21.8,1.1,1
1,5.73,1,24,1,13,0,24.4,29,-4.6,0
3,11.72,1,24,1,22,0,47.3,41.8,5.5,1
1,10.45,2,35,0,7,0,21.1,18.2,2.9,1
2,22.86,1,25,0,9,0,56.6,59.7,-3.1,0
2,9.64,1,33,1,16,1,37.2,36.9,0.3,1
1,6.05,2,30,1,17,0,25.2,21.9,3.3,1
2,3.71,1,18,0,18,0,20.5,19,1.5,1
3,13.47,5,28,1,23,0,49.7,54.6,-4.9,0
1,3.56,5,29,0,2,0,17.7,20.9,-3.2,0
1,5.91,2,35,1,5,0,20.9,18.2,2.7,1
3,6.82,1,41,0,6,0,27.8,33.3,-5.5,0
2,6.06,2,22,0,7,0,22.7,23.1,-0.4,0
2,6.51,5,20,1,8,0,29.1,34.8,-5.7,0
3,7.51,3,28,1,10,0,28,30.2,-2.2,0
4,6.47,1,20,0,13,0,35.1,32.4,2.7,1
3,4.67,1,24,0,13,0,30.9,36.2,-5.3,0
2,2.76,4,21,0,16,0,20.3,20.9,-0.6,0
3,5.93,2,21,1,18,1,37.4,42.5,-5.1,0
4,7.44,1,24,0,20,1,38.3,41.7,-3.4,0
3,6.53,1,18,0,21,0,34.6,30.3,4.3,1
3,11.28,1,21,1,22,1,45.8,53.6,-7.8,0
1,12.21,1,33,0,3,0,33,33.6,-0.6,0
2,4.04,2,21,0,5,0,17.1,19.2,-2.1,0
3,9.56,4,30,1,6,0,40.9,41.6,-0.7,0
3,4.4,1,39,0,9,1,30.8,26.2,4.6,1
2,11.77,3,34,0,13,0,40.5,35.1,5.4,1
2,9.43,5,26,1,13,0,41.8,36.3,5.5,1
2,4.83,1,36,0,18,1,25,27.3,-2.3,0
3,2.34,2,19,1,18,0,26.8,32,-5.2,0
3,13.36,3,30,0,21,1,52.6,46.1,6.5,1
1,5.71,1,25,0,3,0,17.4,16.2,1.2,1
3,4.5,2,25,1,4,0,21.3,21.7,-0.4,0
1,4.47,4,24,0,5,0,18,19.7,-1.7,0
2,13.85,5,23,1,11,1,55.2,62.1,-6.9,0
4,25,5,25,0,15,0,71,65.5,5.5,1
2,7.92,1,24,1,10,0,35.1,32.8,2.3,1
3,4.81,3,32,1,11,1,36.8,33,3.8,1
3,10.91,3,26,1,12,0,45.6,43.6,2,1
2,8.2,1,27,1,13,0,39,40.9,-1.9,0
1,8.7,1,28,0,14,0,20.4,18.6,1.8,1
4,7.87,2,32,1,15,0,36.9,38.6,-1.7,0
2,6.1,4,25,0,17,1,32.8,34.8,-2,0
2,16.64,2,24,0,19,1,57,62.2,-5.2,0
2,5.69,5,31,1,23,0,31.9,29.9,2,1
2,11.52,1,34,0,1,0,31.1,36.9,-5.8,0
3,6.35,2,22,0,6,0,31.4,35.9,-4.5,0
2,15.69,2,29,0,8,1,46.4,42,4.4,1
3,3.2,1,28,1,11,0,22.7,22.3,0.4,1
1,7.01,2,21,0,12,0,24.4,26.9,-2.5,0
2,10.57,1,33,0,12,0,37.9,44.3,-6.4,0
2,6.74,1,23,1,13,0,33.6,30.3,3.3,1
1,6.66,4,22,1,23,1,34.3,35.7,-1.4,0
2,5.99,2,33,0,9,1,22.4,19.6,2.8,1
1,10.37,1,25,0,11,0,29.3,32.2,-2.9,0
2,14.57,1,30,1,11,1,52.5,56.5,-4,0
1,4.23,2,26,0,17,1,22.4,22.7,-0.3,0
1,8.01,3,21,1,17,0,32.2,29.8,2.4,1
2,17.51,4,25,0,23,0,53.5,63.4,-9.9,0
3,3.89,4,31,1,1,0,27.1,31.1,-4,0
1,8.37,2,21,0,1,1,29.3,25.1,4.2,1
3,7.17,1,40,1,2,0,27.7,27.5,0.2,1
1,10.34,1,30,0,13,0,28.9,25.8,3.1,1
3,4.27,1,18,0,13,0,21,18.3,2.7,1
2,7.24,4,23,0,14,0,28.8,32.9,-4.1,0
3,3.36,2,28,0,14,0,16.3,18.9,-2.6,0
1,5.22,2,23,1,22,0,23.2,20.4,2.8,1
3,5.8,4,31,1,23,0,36.4,31.1,5.3,1
1,2.81,4,22,0,0,0,17.4,15.3,2.1,1
2,12.27,5,23,0,0,0,41.3,38.2,3.1,1
2,5.42,1,30,1,1,0,29.4,33.6,-4.2,0
2,5.59,1,25,1,2,1,33.7,30.2,3.5,1
2,4.7,5,28,1,4,0,31.1,32.9,-1.8,0
3,6.13,1,32,0,13,1,28.6,24.5,4.1,1
1,5.58,2,36,1,14,0,22,24.9,-2.9,0
1,4.13,4,36,0,16,0,17.1,18.8,-1.7,0
3,2.91,1,32,0,19,1,31.9,33.5,-1.6,0
1,9.19,1,25,1,22,0,30.8,29.4,1.4,1
2,10.43,1,26,1,2,0,34.1,29.5,4.6,1
3,7.46,2,34,0,7,0,25,24.4,0.6,1
4,9.62,1,20,0,19,0,38.6,40.8,-2.2,0
2,2.74,1,33,1,21,1,32.4,32.9,-0.5,0
1,4.24,1,33,0,22,0,11.5,12.1,-0.6,0
4,6.56,3,27,0,10,0,28.2,29.1,-0.9,0
2,5.29,5,28,0,10,0,24.3,27.7,-3.4,0
3,4.24,3,27,0,16,0,24.4,27.7,-3.3,0
1,3.54,5,27,1,17,1,32,27.6,4.4,1
3,5.43,1,24,1,19,0,33.6,39,-5.4,0
3,6.04,2,33,0,20,0,29.5,28.7,0.8,1
3,3.25,5,31,1,20,0,32.1,35.8,-3.7,0
3,8.55,4,21,0,20,0,35.2,30.8,4.4,1
1,4.64,5,33,0,23,0,19.2,21.7,-2.5,0
3,11.95,3,27,0,0,0,39.5,40.7,-1.2,0
1,3.66,1,24,1,2,0,20.7,19.7,1,1
3,5.93,1,28,0,4,0,22.7,27,-4.3,0
2,13.18,4,30,1,9,0,43.3,40.2,3.1,1
3,5.53,2,39,1,11,1,34.6,30.2,4.4,1
3,8.18,2,30,1,12,1,43.4,37.9,5.5,1
3,3.57,1,27,1,21,0,31.1,29.8,1.3,1
3,8.74,1,26,0,7,1,35.1,35.2,-0.1,0
4,7.37,4,24,1,13,0,42.2,43,-0.8,0
2,7.77,2,33,1,16,0,32.3,29.9,2.4,1
2,6.18,4,28,0,19,0,34,37.4,-3.4,0
2,3.42,1,37,0,19,0,14.2,15.6,-1.4,0
3,2.49,1,26,1,21,0,29.7,27.7,2,1
2,9.31,3,27,0,2,0,31.6,31.9,-0.3,0
3,12.08,1,32,1,6,0,43.2,41.8,1.4,1
2,9.06,4,30,0,7,0,29.2,32.3,-3.1,0
2,6.11,2,28,1,8,0,26.5,23.5,3,1
3,3.42,1,29,0,9,0,13.1,14.2,-1.1,0
1,5.18,1,19,0,10,0,24.8,28.6,-3.8,0
1,6.96,1,31,0,14,0,19.4,22.2,-2.8,0
2,19.01,2,35,0,16,1,57.7,51.4,6.3,1
2,5.11,1,23,1,16,0,22.8,23.7,-0.9,0
2,9.02,1,24,0,17,0,31.1,32.8,-1.7,0
2,6.72,1,35,0,17,1,31,27.7,3.3,1
2,3.37,4,31,0,18,0,19.8,18.6,1.2,1
4,7.84,1,34,0,19,0,43.6,40.4,3.2,1
2,4.09,5,29,1,22,0,30.6,27.5,3.1,1
2,9.21,2,32,0,1,0,24,23.9,0.1,1
2,9.02,4,35,0,2,0,25.8,27.6,-1.8,0
3,6.52,1,34,0,3,0,30.3,33.9,-3.6,0
1,6.05,1,24,0,7,1,28.7,31.2,-2.5,0
2,6.97,3,28,1,11,0,26.9,31.1,-4.2,0
2,10.44,3,29,0,12,0,37.6,38.7,-1.1,0
1,17.54,1,30,0,14,1,47.8,50.7,-2.9,0
4,3.87,1,30,0,15,1,30.9,35.3,-4.4,0
3,4.06,2,25,0,18,0,15.1,16.4,-1.3,0
3,15.76,2,34,0,21,0,46.4,39.7,6.7,1
1,6.27,2,24,1,22,0,26.9,27.7,-0.8,0
3,4.8,4,36,1,2,0,28.4,25.9,2.5,1
2,8.43,1,23,0,2,0,28.4,33.2,-4.8,0
1,17.63,3,27,0,5,0,38,36,2,1
2,5.03,2,32,1,7,0,21.3,24.4,-3.1,0
1,7.71,5,27,1,11,1,43.4,50,-6.6,0
1,8.47,1,23,0,13,0,26.2,29.3,-3.1,0
4,5.66,2,21,0,13,0,31.2,33.4,-2.2,0
4,11.88,2,32,1,15,0,41.5,48.1,-6.6,0
2,6.55,1,29,0,16,0,21.6,20.8,0.8,1
3,3.59,1,28,0,19,1,26.3,30.1,-3.8,0
3,8.86,1,28,1,23,0,41.9,47.3,-5.4,0
1,9.46,3,31,0,1,0,25.2,27.1,-1.9,0
4,7.57,3,30,1,2,1,46.1,50,-3.9,0
2,8.12,3,27,0,3,0,18.3,18.4,-0.1,0
3,10.36,4,34,0,4,0,38.9,35.9,3,1
1,6.9,3,32,1,6,0,24.1,21.9,2.2,1
2,5.59,4,23,1,7,1,36.6,36.3,0.3,1
2,2.27,5,27,1,9,0,27.3,30.5,-3.2,0
2,8.18,1,22,1,9,1,40.3,47.2,-6.9,0
2,4.41,2,21,1,11,0,23.9,28.4,-4.5,0
3,6.71,1,32,0,13,1,32.1,35.1,-3,0
2,4.56,4,33,0,17,0,19,20.8,-1.8,0
3,3,4,39,1,20,1,37,43.5,-6.5,0
3,1.87,3,29,1,20,0,24.7,25,-0.3,0
3,6.29,1,25,0,1,0,26.1,25.9,0.2,1
3,11.16,2,29,0,2,0,38,32.5,5.5,1
2,6,5,18,0,4,1,35.3,38.9,-3.6,0
3,9.84,1,25,0,4,0,30.1,26.7,3.4,1
2,15.22,1,21,0,6,0,37.1,43.3,-6.2,0
2,4.07,2,27,0,6,0,18.9,21.1,-2.2,0
2,5.58,4,38,0,7,0,25.5,27.2,-1.7,0
2,4.53,1,32,0,8,1,25.5,25.2,0.3,1
1,6.03,1,25,0,10,0,19.2,17.1,2.1,1
3,4.02,2,24,1,15,0,30.8,27.4,3.4,1
1,3.69,4,28,1,15,0,24.8,25.8,-1,0
4,5.09,1,26,0,18,0,23,22.5,0.5,1
2,10.54,2,33,0,0,0,29.4,27.5,1.9,1
1,4.22,4,26,0,3,1,26.9,28.8,-1.9,0
1,4.68,4,19,1,6,0,29.7,28.6,1.1,1
3,4.9,2,26,0,12,0,30.3,28.4,1.9,1
2,3.15,1,27,1,14,0,18.8,20.9,-2.1,0
3,4.17,4,31,1,14,0,27.4,32.2,-4.8,0
4,3.89,3,23,0,19,1,41.3,48.5,-7.2,0
3,3.18,1,27,1,20,1,31.3,28.8,2.5,1
2,6.48,1,28,0,23,1,24.5,29.1,-4.6,0
2,5.22,4,34,0,1,0,21.8,23.6,-1.8,0
1,4.81,1,32,1,4,1,28.6,26.5,2.1,1
3,12.62,3,39,0,8,0,40.2,45.5,-5.3,0
1,4.77,1,32,0,8,0,12.7,13,-0.3,0
2,4.69,2,23,1,11,1,31.5,34.9,-3.4,0
2,2.57,2,18,0,17,0,23.6,25,-1.4,0
3,9.53,4,28,1,19,1,54.7,56.9,-2.2,0
2,6.92,1,27,1,19,0,33.5,37.5,-4,0
4,6.32,4,26,1,23,0,42.9,40.5,2.4,1
1,8.12,2,35,1,2,1,36.3,36.5,-0.2,0
2,7.82,2,31,0,5,0,30.4,27.9,2.5,1
1,4.07,4,27,1,7,0,21.5,23.1,-1.6,0
2,12.88,4,28,0,9,0,38.3,37.8,0.5,1
4,4.7,1,38,0,9,0,26,25.4,0.6,1
3,4.21,2,18,0,16,0,29.7,33.6,-3.9,0
3,4.17,2,19,0,6,0,25.9,28.1,-2.2,0
1,2.49,2,30,1,10,0,17.1,17,0.1,1
3,8.2,2,29,1,16,0,36.4,35.8,0.6,1
2,4.61,1,33,1,19,1,34.2,31.5,2.7,1
4,7.91,2,25,0,23,0,32.8,31,1.8,1
1,2.61,5,33,0,0,0,15.6,15.6,0,0
2,4.74,2,32,0,2,0,20,23.2,-3.2,0
3,6.78,4,23,0,3,0,26,23.6,2.4,1
4,3.94,3,25,0,5,0,31,31.4,-0.4,0
1,9.94,1,37,0,5,0,30.7,27.8,2.9,1
2,1.96,1,21,0,6,0,11.7,11.1,0.6,1
3,5.24,2,28,1,7,0,25.3,22.2,3.1,1
1,6.77,1,34,1,12,0,30.5,27.7,2.8,1
1,3.38,3,29,1,0,0,20.1,19.9,0.2,1
1,4.18,1,26,1,0,1,25.4,25.3,0.1,1
2,3.6,1,34,1,10,0,23.6,25.7,-2.1,0
4,6.57,1,24,0,12,0,32.5,37,-4.5,0
4,8.52,2,28,0,13,0,40.3,38.7,1.6,1
2,3.86,3,32,1,15,1,28.4,26.6,1.8,1
1,11.41,1,25,0,18,0,27,27.2,-0.2,0
2,3.56,1,30,0,19,0,19,19.9,-0.9,0
1,8.44,5,35,1,20,0,30.5,26.2,4.3,1
2,5.42,1,26,1,21,1,34.1,32.4,1.7,1
1,7.47,2,43,0,1,1,27.6,30.1,-2.5,0
1,4.05,1,26,1,1,1,28.6,32.2,-3.6,0
3,8.64,1,32,1,2,0,34.2,33.9,0.3,1
2,8.07,4,35,0,12,0,28.5,25.4,3.1,1
2,7.95,4,26,1,14,0,34.2,31.8,2.4,1
3,7.32,4,25,0,14,0,30.9,27.6,3.3,1
1,3.45,3,21,0,15,0,17.8,16.4,1.4,1
3,6.74,1,31,0,16,0,29.9,27.3,2.6,1
2,6.6,1,34,0,20,0,24.5,21.3,3.2,1
2,5.92,4,18,0,1,0,27.1,23.3,3.8,1
3,8.36,3,30,0,2,0,26.4,25.2,1.2,1
3,9.09,1,34,1,5,0,40.5,43.9,-3.4,0
3,15.96,1,34,0,5,0,39.8,37.2,2.6,1
2,9.06,4,36,0,7,0,30,32.7,-2.7,0
2,4.83,2,29,0,8,1,24.2,23.5,0.7,1
1,5.85,1,21,0,9,0,19.5,20.1,-0.6,0
4,6.26,1,30,0,10,0,27.9,24.7,3.2,1
2,9.39,1,31,0,18,0,29.3,29.6,-0.3,0
2,10.32,1,32,0,21,0,34.7,31.4,3.3,1
4,7.05,2,26,0,2,0,33.5,31.7,1.8,1
4,6.44,1,37,0,2,0,24.2,28.9,-4.7,0
2,5.25,1,32,1,7,0,20.6,20,0.6,1
3,2.69,5,27,1,8,0,26.4,25.9,0.5,1
3,5.71,1,33,0,9,1,28.9,32,-3.1,0
3,6.05,1,35,0,11,0,24.5,29.2,-4.7,0
1,6.23,3,18,1,15,1,40.1,46.9,-6.8,0
2,5.73,2,33,1,15,0,32,30.2,1.8,1
3,5.44,1,38,0,17,0,25,24.9,0.1,1
2,3.98,1,26,0,19,0,21.4,23.8,-2.4,0
2,4.26,1,25,1,21,0,27.6,24.5,3.1,1
1,2.5,1,31,0,22,1,18,17.9,0.1,1
4,14.51,4,29,1,23,0,53.8,47.3,6.5,1
3,7.52,1,29,0,23,0,25,25.6,-0.6,0
2,4.23,4,33,0,0,0,20.8,22.6,-1.8,0
2,4.77,1,32,1,0,1,36.8,38.6,-1.8,0
3,7.83,5,23,0,0,0,35,40.2,-5.2,0
2,7.65,2,27,1,7,0,28.5,33.9,-5.4,0
2,3.26,1,28,1,16,0,23,26.6,-3.6,0
2,7.57,1,29,1,20,1,41.1,35.3,5.8,1
3,5.32,1,32,0,1,1,32.6,33.9,-1.3,0
2,4.23,4,26,1,2,0,23.9,25.1,-1.2,0
2,5.41,4,23,0,6,0,26.6,23.5,3.1,1
3,6.89,4,26,0,6,0,32,29.7,2.3,1
2,11.55,1,24,1,8,0,37.9,37.8,0.1,1
2,2.79,1,19,0,10,1,26.8,26.5,0.3,1
2,3.83,1,30,0,14,0,12.9,12.6,0.3,1
2,2.49,1,24,0,23,0,17,16.1,0.9,1
3,4.68,1,19,0,8,0,25.2,25.9,-0.7,0
4,9.18,1,30,0,8,0,37.6,36,1.6,1
3,9.92,1,27,0,11,0,34.6,30.1,4.5,1
3,11.42,1,32,0,20,1,46.3,54.8,-8.5,0
3,8.2,2,39,1,22,1,41.3,38.4,2.9,1
2,8.61,5,26,1,1,0,31.1,35.7,-4.6,0
2,3.33,2,33,0,2,0,17.9,18,-0.1,0
1,4.6,5,24,0,10,0,23.9,21,2.9,1
3,11.48,2,27,0,16,0,34.6,31.5,3.1,1
2,4.35,5,25,0,17,0,21.9,25.9,-4,0
2,7.64,3,22,0,19,0,34.3,35.6,-1.3,0
1,4.63,2,21,1,22,0,24.9,21.4,3.5,1
1,5.02,3,44,1,0,0,20.3,24,-3.7,0
3,3.82,3,18,1,0,1,36,37.3,-1.3,0
3,5.3,1,27,0,0,0,22,21.5,0.5,1
2,6.49,2,21,0,6,0,29.8,33.8,-4,0
1,6.81,5,23,0,13,1,37.4,42.4,-5,0
1,6.9,2,28,1,13,0,27.1,23.6,3.5,1
4,5.96,4,20,0,16,0,33,30.1,2.9,1
3,5.73,2,24,0,20,0,26.6,24.6,2,1
1,10.88,3,24,0,1,0,35,39.2,-4.2,0
2,6.16,4,26,0,2,0,21.7,22.6,-0.9,0
2,6.57,1,20,0,4,0,22.3,24.3,-2,0
2,12.39,4,18,0,7,0,35.1,34.3,0.8,1
1,4.36,1,24,1,8,0,22.4,23.4,-1,0
3,3.88,1,32,0,12,0,18.9,19.8,-0.9,0
3,10.68,5,26,0,13,0,43.9,46.7,-2.8,0
3,21.42,4,25,0,16,1,63,74.2,-11.2,0
2,6.43,2,35,1,19,0,31.6,37.5,-5.9,0
2,10.9,5,27,0,19,0,42.7,49.2,-6.5,0
2,4.11,3,24,1,0,0,26.2,22.5,3.7,1
1,4.77,3,32,0,0,0,14,12.8,1.2,1
3,10.4,3,24,1,8,0,40.5,41.3,-0.8,0
3,3.47,2,27,0,9,0,17,16.9,0.1,1
2,3.7,1,30,0,9,1,23,22,1,1
3,15.51,2,29,0,9,0,43,48.8,-5.8,0
1,2.72,1,28,0,10,0,10.8,11,-0.2,0
2,9.33,2,21,0,11,0,28.6,33.3,-4.7,0
3,11.32,1,30,1,15,0,36.1,42.4,-6.3,0
3,11.92,1,33,0,17,0,38.2,33.2,5,1
3,6.41,2,35,0,17,0,27.4,29.8,-2.4,0
3,6.98,1,29,0,19,0,26.7,25.1,1.6,1
